"","driver","altered_flow","impact","count_driver_alteration","count_driver_altflow_bdimpact","count_driver_impact","alteration","direction","count_alteredflow_impact"
"2528","Climate change  generic ","Speed","Trophic",110,15,185,"Increase","Complex change",85
"2529","Climate change  generic ","Feedbacks","Trophic",206,19,185,"Complex change","Complex change",121
"2530","Climate change  generic ","Mechanism","Trophic",170,15,185,"Complex change","Complex change",93
"2531","Air temperature directional change","Quantity","Abundance",175,45,229,"Increase","Decrease",284
"2532","Air temperature directional change","Direction","Abundance",163,20,229,"Complex change","Decrease",179
"2533","Air temperature directional change","Location","Abundance",200,32,229,"Complex change","Decrease",224
"2534","Air temperature directional change","Distance","Abundance",103,13,229,"Increase","Decrease",137
"2535","Air temperature directional change","Timing","Abundance",152,31,229,"Increase","Decrease",208
"2536","Air temperature directional change","Duration","Abundance",111,24,229,"Increase","Decrease",170
"2537","Air temperature directional change","Speed","Abundance",89,14,229,"Increase","Decrease",111
"2538","Air temperature directional change","Feedbacks","Abundance",126,21,229,"Complex change","Decrease",170
"2539","Air temperature directional change","Mechanism","Abundance",85,11,229,"Complex change","Decrease",112
"2540","Air temperature directional change","Quantity","Composition",175,37,205,"Increase","Complex change",191
"2541","Air temperature directional change","Direction","Composition",163,21,205,"Complex change","Complex change",132
"2542","Air temperature directional change","Location","Composition",200,29,205,"Complex change","Complex change",146
"2543","Air temperature directional change","Distance","Composition",103,14,205,"Increase","Complex change",91
"2544","Air temperature directional change","Timing","Composition",152,24,205,"Increase","Complex change",131
"2545","Air temperature directional change","Duration","Composition",111,20,205,"Increase","Complex change",122
"2546","Air temperature directional change","Speed","Composition",89,13,205,"Increase","Complex change",76
"2547","Air temperature directional change","Feedbacks","Composition",126,20,205,"Complex change","Complex change",114
"2548","Air temperature directional change","Mechanism","Composition",85,11,205,"Complex change","Complex change",67
"2549","Air temperature directional change","Quantity","Connectivity",175,13,118,"Increase","Decrease",128
"2550","Air temperature directional change","Direction","Connectivity",163,11,118,"Complex change","Decrease",113
"2551","Air temperature directional change","Location","Connectivity",200,14,118,"Complex change","Decrease",115
"2552","Air temperature directional change","Distance","Connectivity",103,10,118,"Increase","Decrease",103
"2553","Air temperature directional change","Timing","Connectivity",152,14,118,"Increase","Decrease",123
"2554","Air temperature directional change","Duration","Connectivity",111,13,118,"Increase","Decrease",116
"2555","Air temperature directional change","Speed","Connectivity",89,10,118,"Increase","Decrease",93
"2556","Air temperature directional change","Feedbacks","Connectivity",126,12,118,"Complex change","Decrease",118
"2557","Air temperature directional change","Mechanism","Connectivity",85,10,118,"Complex change","Decrease",97
"2558","Air temperature directional change","Quantity","Loss",175,20,114,"Increase","Increase",157
"2559","Air temperature directional change","Direction","Loss",163,14,114,"Complex change","Increase",129
"2560","Air temperature directional change","Location","Loss",200,16,114,"Complex change","Increase",135
"2561","Air temperature directional change","Distance","Loss",103,9,114,"Increase","Increase",94
"2562","Air temperature directional change","Timing","Loss",152,13,114,"Increase","Increase",114
"2563","Air temperature directional change","Duration","Loss",111,10,114,"Increase","Increase",103
"2564","Air temperature directional change","Speed","Loss",89,8,114,"Increase","Increase",85
"2565","Air temperature directional change","Feedbacks","Loss",126,10,114,"Complex change","Increase",101
"2566","Air temperature directional change","Mechanism","Loss",85,8,114,"Complex change","Increase",86
"2567","Air temperature directional change","Quantity","Trophic",175,24,154,"Increase","Complex change",168
"2568","Air temperature directional change","Direction","Trophic",163,16,154,"Complex change","Complex change",134
"2569","Air temperature directional change","Location","Trophic",200,18,154,"Complex change","Complex change",131
"2570","Air temperature directional change","Distance","Trophic",103,13,154,"Increase","Complex change",111
"2571","Air temperature directional change","Timing","Trophic",152,18,154,"Increase","Complex change",125
"2572","Air temperature directional change","Duration","Trophic",111,15,154,"Increase","Complex change",123
"2573","Air temperature directional change","Speed","Trophic",89,11,154,"Increase","Complex change",85
"2574","Air temperature directional change","Feedbacks","Trophic",126,15,154,"Complex change","Complex change",121
"2575","Air temperature directional change","Mechanism","Trophic",85,11,154,"Complex change","Complex change",93
"2576","Precipitation variability","Quantity","Abundance",102,25,166,"Increase","Decrease",284
"2577","Precipitation variability","Direction","Abundance",127,18,166,"Complex change","Decrease",179
"2578","Precipitation variability","Location","Abundance",122,19,166,"Complex change","Decrease",224
"2579","Precipitation variability","Distance","Abundance",72,13,166,"Increase","Decrease",137
"2580","Precipitation variability","Timing","Abundance",117,23,166,"Increase","Decrease",208
"2581","Precipitation variability","Duration","Abundance",73,17,166,"Increase","Decrease",170
"2582","Precipitation variability","Speed","Abundance",73,11,166,"Increase","Decrease",111
"2583","Precipitation variability","Feedbacks","Abundance",102,15,166,"Complex change","Decrease",170
"2584","Precipitation variability","Mechanism","Abundance",73,10,166,"Complex change","Decrease",112
"2585","Precipitation variability","Quantity","Composition",102,16,112,"Increase","Complex change",191
"2586","Precipitation variability","Direction","Composition",127,14,112,"Complex change","Complex change",132
"2587","Precipitation variability","Location","Composition",122,12,112,"Complex change","Complex change",146
"2588","Precipitation variability","Distance","Composition",72,8,112,"Increase","Complex change",91
"2589","Precipitation variability","Timing","Composition",117,15,112,"Increase","Complex change",131
"2590","Precipitation variability","Duration","Composition",73,12,112,"Increase","Complex change",122
"2591","Precipitation variability","Speed","Composition",73,8,112,"Increase","Complex change",76
"2592","Precipitation variability","Feedbacks","Composition",102,11,112,"Complex change","Complex change",114
"2593","Precipitation variability","Mechanism","Composition",73,7,112,"Complex change","Complex change",67
"2594","Precipitation variability","Quantity","Connectivity",102,11,92,"Increase","Decrease",128
"2595","Precipitation variability","Direction","Connectivity",127,10,92,"Complex change","Decrease",113
"2596","Precipitation variability","Location","Connectivity",122,9,92,"Complex change","Decrease",115
"2597","Precipitation variability","Distance","Connectivity",72,8,92,"Increase","Decrease",103
"2598","Precipitation variability","Timing","Connectivity",117,11,92,"Increase","Decrease",123
"2599","Precipitation variability","Duration","Connectivity",73,9,92,"Increase","Decrease",116
"2600","Precipitation variability","Speed","Connectivity",73,8,92,"Increase","Decrease",93
"2601","Precipitation variability","Feedbacks","Connectivity",102,10,92,"Complex change","Decrease",118
"2602","Precipitation variability","Mechanism","Connectivity",73,8,92,"Complex change","Decrease",97
"2603","Precipitation variability","Quantity","Loss",102,15,109,"Increase","Increase",157
"2604","Precipitation variability","Direction","Loss",127,14,109,"Complex change","Increase",129
"2605","Precipitation variability","Location","Loss",122,13,109,"Complex change","Increase",135
"2606","Precipitation variability","Distance","Loss",72,9,109,"Increase","Increase",94
"2607","Precipitation variability","Timing","Loss",117,13,109,"Increase","Increase",114
"2608","Precipitation variability","Duration","Loss",73,11,109,"Increase","Increase",103
"2609","Precipitation variability","Speed","Loss",73,8,109,"Increase","Increase",85
"2610","Precipitation variability","Feedbacks","Loss",102,10,109,"Complex change","Increase",101
"2611","Precipitation variability","Mechanism","Loss",73,8,109,"Complex change","Increase",86
"2612","Precipitation variability","Quantity","Trophic",102,14,102,"Increase","Complex change",168
"2613","Precipitation variability","Direction","Trophic",127,12,102,"Complex change","Complex change",134
"2614","Precipitation variability","Location","Trophic",122,10,102,"Complex change","Complex change",131
"2615","Precipitation variability","Distance","Trophic",72,8,102,"Increase","Complex change",111
"2616","Precipitation variability","Timing","Trophic",117,12,102,"Increase","Complex change",125
"2617","Precipitation variability","Duration","Trophic",73,11,102,"Increase","Complex change",123
"2618","Precipitation variability","Speed","Trophic",73,8,102,"Increase","Complex change",85
"2619","Precipitation variability","Feedbacks","Trophic",102,11,102,"Complex change","Complex change",121
"2620","Precipitation variability","Mechanism","Trophic",73,8,102,"Complex change","Complex change",93
"2621","Climate change  generic ","Quantity","Abundance",77,60,350,"Decrease","Decrease",284
"2622","Climate change  generic ","Direction","Abundance",224,33,350,"Complex change","Decrease",179
