"","driver","altered_flow","impact","count_driver_alteration","count_driver_altflow_bdimpact","count_driver_impact","alteration","direction","count_alteredflow_impact","X2.1.Flow.Type"
"2945","Drought","Timing","Loss",19,12,109,"Complex change","Complex change",114,"Biotic"
"2946","Drought","Frequency","Loss",19,8,109,"Complex change","Complex change",65,"Biotic"
"2947","Drought","Duration","Loss",33,11,109,"Complex change","Complex change",103,"Biotic"
"2948","Air temperature variability","Quantity","Abundance",23,16,119,"Complex change","Complex change",284,"Biotic"
"2949","Air temperature variability","Direction","Abundance",86,15,119,"Complex change","Complex change",179,"Biotic"
"2950","Air temperature variability","Location","Abundance",80,15,119,"Complex change","Complex change",224,"Biotic"
"2951","Air temperature variability","Timing","Abundance",17,16,119,"Complex change","Complex change",208,"Biotic"
"2952","Air temperature variability","Frequency","Abundance",18,13,119,"Complex change","Complex change",132,"Biotic"
"2953","Air temperature variability","Duration","Abundance",6,11,119,"Complex change","Complex change",170,"Biotic"
"2954","Air temperature variability","Quantity","Composition",23,11,79,"Complex change","Complex change",191,"Biotic"
"2955","Air temperature variability","Direction","Composition",86,11,79,"Complex change","Complex change",132,"Biotic"
"2956","Air temperature variability","Location","Composition",80,8,79,"Complex change","Complex change",146,"Biotic"
"2957","Air temperature variability","Timing","Composition",17,10,79,"Complex change","Complex change",131,"Biotic"
"2958","Air temperature variability","Frequency","Composition",18,7,79,"Complex change","Complex change",81,"Biotic"
"2959","Air temperature variability","Duration","Composition",6,8,79,"Complex change","Complex change",122,"Biotic"
"2960","Air temperature variability","Quantity","Loss",23,9,65,"Complex change","Complex change",157,"Biotic"
"2961","Air temperature variability","Direction","Loss",86,9,65,"Complex change","Complex change",129,"Biotic"
"2962","Air temperature variability","Location","Loss",80,8,65,"Complex change","Complex change",135,"Biotic"
"2963","Air temperature variability","Timing","Loss",17,8,65,"Complex change","Complex change",114,"Biotic"
"2964","Air temperature variability","Frequency","Loss",18,5,65,"Complex change","Complex change",65,"Biotic"
"2965","Air temperature variability","Duration","Loss",6,6,65,"Complex change","Complex change",103,"Biotic"
"2966","Precipitation variability","Quantity","Abundance",41,25,166,"Complex change","Complex change",284,"Biotic"
"2967","Precipitation variability","Direction","Abundance",127,18,166,"Complex change","Complex change",179,"Biotic"
"2968","Precipitation variability","Location","Abundance",122,19,166,"Complex change","Complex change",224,"Biotic"
"2969","Precipitation variability","Timing","Abundance",21,23,166,"Complex change","Complex change",208,"Biotic"
"2970","Precipitation variability","Frequency","Abundance",20,13,166,"Complex change","Complex change",132,"Biotic"
"2971","Precipitation variability","Duration","Abundance",25,17,166,"Complex change","Complex change",170,"Biotic"
"2972","Precipitation variability","Quantity","Composition",41,16,112,"Complex change","Complex change",191,"Biotic"
"2973","Precipitation variability","Direction","Composition",127,14,112,"Complex change","Complex change",132,"Biotic"
"2974","Precipitation variability","Location","Composition",122,12,112,"Complex change","Complex change",146,"Biotic"
"2975","Precipitation variability","Timing","Composition",21,15,112,"Complex change","Complex change",131,"Biotic"
"2976","Precipitation variability","Frequency","Composition",20,8,112,"Complex change","Complex change",81,"Biotic"
"2977","Precipitation variability","Duration","Composition",25,12,112,"Complex change","Complex change",122,"Biotic"
"2978","Precipitation variability","Quantity","Loss",41,15,109,"Complex change","Complex change",157,"Biotic"
"2979","Precipitation variability","Direction","Loss",127,14,109,"Complex change","Complex change",129,"Biotic"
"2980","Precipitation variability","Location","Loss",122,13,109,"Complex change","Complex change",135,"Biotic"
"2981","Precipitation variability","Timing","Loss",21,13,109,"Complex change","Complex change",114,"Biotic"
"2982","Precipitation variability","Frequency","Loss",20,6,109,"Complex change","Complex change",65,"Biotic"
"2983","Precipitation variability","Duration","Loss",25,11,109,"Complex change","Complex change",103,"Biotic"
"2984","Drought","Quantity","Abundance",30,27,153,"Complex change","Complex change",284,"Biotic"
"2985","Drought","Direction","Abundance",124,18,153,"Complex change","Complex change",179,"Biotic"
"2986","Drought","Location","Abundance",148,22,153,"Complex change","Complex change",224,"Biotic"
"2987","Drought","Timing","Abundance",19,16,153,"Complex change","Complex change",208,"Biotic"
"2988","Drought","Frequency","Abundance",19,11,153,"Complex change","Complex change",132,"Biotic"
"2989","Drought","Duration","Abundance",33,13,153,"Complex change","Complex change",170,"Biotic"
"2990","Drought","Quantity","Composition",30,16,88,"Complex change","Complex change",191,"Biotic"
"2991","Drought","Direction","Composition",124,10,88,"Complex change","Complex change",132,"Biotic"
"2992","Drought","Location","Composition",148,14,88,"Complex change","Complex change",146,"Biotic"
"2993","Drought","Timing","Composition",19,10,88,"Complex change","Complex change",131,"Biotic"
"2994","Drought","Frequency","Composition",19,6,88,"Complex change","Complex change",81,"Biotic"
"2995","Drought","Duration","Composition",33,10,88,"Complex change","Complex change",122,"Biotic"
"2996","Drought","Quantity","Loss",30,15,109,"Complex change","Complex change",157,"Biotic"
"2997","Drought","Direction","Loss",124,13,109,"Complex change","Complex change",129,"Biotic"
"2998","Drought","Location","Loss",148,14,109,"Complex change","Complex change",135,"Biotic"
"2999","Drought","Timing","Loss",19,12,109,"Complex change","Complex change",114,"Biotic"
"3000","Drought","Frequency","Loss",19,8,109,"Complex change","Complex change",65,"Biotic"
"3001","Drought","Duration","Loss",33,11,109,"Complex change","Complex change",103,"Biotic"
"3002","Air temperature variability","Quantity","Abundance",23,16,119,"Complex change","Complex change",284,"Biotic"
"3003","Air temperature variability","Direction","Abundance",86,15,119,"Complex change","Complex change",179,"Biotic"
"3004","Air temperature variability","Location","Abundance",80,15,119,"Complex change","Complex change",224,"Biotic"
"3005","Air temperature variability","Timing","Abundance",17,16,119,"Complex change","Complex change",208,"Biotic"
"3006","Air temperature variability","Frequency","Abundance",18,13,119,"Complex change","Complex change",132,"Biotic"
"3007","Air temperature variability","Duration","Abundance",6,11,119,"Complex change","Complex change",170,"Biotic"
"3008","Air temperature variability","Quantity","Composition",23,11,79,"Complex change","Complex change",191,"Biotic"
"3009","Air temperature variability","Direction","Composition",86,11,79,"Complex change","Complex change",132,"Biotic"
"3010","Air temperature variability","Location","Composition",80,8,79,"Complex change","Complex change",146,"Biotic"
"3011","Air temperature variability","Timing","Composition",17,10,79,"Complex change","Complex change",131,"Biotic"
"3012","Air temperature variability","Frequency","Composition",18,7,79,"Complex change","Complex change",81,"Biotic"
"3013","Air temperature variability","Duration","Composition",6,8,79,"Complex change","Complex change",122,"Biotic"
"3014","Air temperature variability","Quantity","Loss",23,9,65,"Complex change","Complex change",157,"Biotic"
"3015","Air temperature variability","Direction","Loss",86,9,65,"Complex change","Complex change",129,"Biotic"
"3016","Air temperature variability","Location","Loss",80,8,65,"Complex change","Complex change",135,"Biotic"
"3017","Air temperature variability","Timing","Loss",17,8,65,"Complex change","Complex change",114,"Biotic"
"3018","Air temperature variability","Frequency","Loss",18,5,65,"Complex change","Complex change",65,"Biotic"
"3019","Air temperature variability","Duration","Loss",6,6,65,"Complex change","Complex change",103,"Biotic"
"3020","Precipitation variability","Quantity","Abundance",41,25,166,"Complex change","Complex change",284,"Biotic"
"3021","Precipitation variability","Direction","Abundance",127,18,166,"Complex change","Complex change",179,"Biotic"
"3022","Precipitation variability","Location","Abundance",122,19,166,"Complex change","Complex change",224,"Biotic"
"3023","Precipitation variability","Timing","Abundance",21,23,166,"Complex change","Complex change",208,"Biotic"
"3024","Precipitation variability","Frequency","Abundance",20,13,166,"Complex change","Complex change",132,"Biotic"
"3025","Precipitation variability","Duration","Abundance",25,17,166,"Complex change","Complex change",170,"Biotic"
"3026","Precipitation variability","Quantity","Composition",41,16,112,"Complex change","Complex change",191,"Biotic"
"3027","Precipitation variability","Direction","Composition",127,14,112,"Complex change","Complex change",132,"Biotic"
"3028","Precipitation variability","Location","Composition",122,12,112,"Complex change","Complex change",146,"Biotic"
"3029","Precipitation variability","Timing","Composition",21,15,112,"Complex change","Complex change",131,"Biotic"
"3030","Precipitation variability","Frequency","Composition",20,8,112,"Complex change","Complex change",81,"Biotic"
"3031","Precipitation variability","Duration","Composition",25,12,112,"Complex change","Complex change",122,"Biotic"
"3032","Precipitation variability","Quantity","Loss",41,15,109,"Complex change","Complex change",157,"Biotic"
"3033","Precipitation variability","Direction","Loss",127,14,109,"Complex change","Complex change",129,"Biotic"
"3034","Precipitation variability","Location","Loss",122,13,109,"Complex change","Complex change",135,"Biotic"
"3035","Precipitation variability","Timing","Loss",21,13,109,"Complex change","Complex change",114,"Biotic"
"3036","Precipitation variability","Frequency","Loss",20,6,109,"Complex change","Complex change",65,"Biotic"
"3037","Precipitation variability","Duration","Loss",25,11,109,"Complex change","Complex change",103,"Biotic"
"3038","Air temperature directional change","Quantity","Abundance",50,45,229,"Complex change","Complex change",284,"Biotic"
"3039","Air temperature directional change","Direction","Abundance",163,20,229,"Complex change","Complex change",179,"Biotic"
"3040","Air temperature directional change","Location","Abundance",200,32,229,"Complex change","Complex change",224,"Biotic"
"3041","Air temperature directional change","Timing","Abundance",34,31,229,"Complex change","Complex change",208,"Biotic"
"3042","Air temperature directional change","Quantity","Composition",50,37,205,"Complex change","Complex change",191,"Biotic"
"3043","Air temperature directional change","Direction","Composition",163,21,205,"Complex change","Complex change",132,"Biotic"
"3044","Air temperature directional change","Location","Composition",200,29,205,"Complex change","Complex change",146,"Biotic"
"3045","Air temperature directional change","Timing","Composition",34,24,205,"Complex change","Complex change",131,"Biotic"
"3046","Air temperature directional change","Quantity","Loss",50,20,114,"Complex change","Complex change",157,"Biotic"
"3047","Air temperature directional change","Direction","Loss",163,14,114,"Complex change","Complex change",129,"Biotic"
"3048","Air temperature directional change","Location","Loss",200,16,114,"Complex change","Complex change",135,"Biotic"
"3049","Air temperature directional change","Timing","Loss",34,13,114,"Complex change","Complex change",114,"Biotic"
"3050","Air temperature directional change","Quantity","Richness",50,25,146,"Complex change","Complex change",145,"Biotic"
"3051","Air temperature directional change","Direction","Richness",163,18,146,"Complex change","Complex change",111,"Biotic"
"3052","Air temperature directional change","Location","Richness",200,21,146,"Complex change","Complex change",113,"Biotic"
"3053","Air temperature directional change","Timing","Richness",34,18,146,"Complex change","Complex change",100,"Biotic"
"3054","Sea temperature change","Quantity","Abundance",36,15,94,"Complex change","Complex change",284,"Biotic"
"3055","Sea temperature change","Direction","Abundance",70,11,94,"Complex change","Complex change",179,"Biotic"
"3056","Sea temperature change","Location","Abundance",83,13,94,"Complex change","Complex change",224,"Biotic"
"3057","Sea temperature change","Timing","Abundance",30,10,94,"Complex change","Complex change",208,"Biotic"
"3058","Sea temperature change","Quantity","Composition",36,11,75,"Complex change","Complex change",191,"Biotic"
"3059","Sea temperature change","Direction","Composition",70,11,75,"Complex change","Complex change",132,"Biotic"
"3060","Sea temperature change","Location","Composition",83,11,75,"Complex change","Complex change",146,"Biotic"
"3061","Sea temperature change","Timing","Composition",30,8,75,"Complex change","Complex change",131,"Biotic"
"3062","Sea temperature change","Quantity","Loss",36,11,79,"Complex change","Complex change",157,"Biotic"
"3063","Sea temperature change","Direction","Loss",70,10,79,"Complex change","Complex change",129,"Biotic"
"3064","Sea temperature change","Location","Loss",83,11,79,"Complex change","Complex change",135,"Biotic"
"3065","Sea temperature change","Timing","Loss",30,8,79,"Complex change","Complex change",114,"Biotic"
"3066","Sea temperature change","Quantity","Richness",36,10,61,"Complex change","Complex change",145,"Biotic"
"3067","Sea temperature change","Direction","Richness",70,8,61,"Complex change","Complex change",111,"Biotic"
"3068","Sea temperature change","Location","Richness",83,10,61,"Complex change","Complex change",113,"Biotic"
"3069","Sea temperature change","Timing","Richness",30,6,61,"Complex change","Complex change",100,"Biotic"
"3070","Air temperature directional change","Location","Composition",15,29,205,"Increase","Increase",146,"Biotic"
"3071","Climate change  generic ","Quantity","Loss",79,28,180,"Complex change","Complex change",157,"Biotic"
"3072","Climate change  generic ","Location","Loss",272,25,180,"Complex change","Complex change",135,"Biotic"
"3073","Air temperature directional change","Quantity","Loss",50,20,114,"Complex change","Complex change",157,"Biotic"
